TicketID,CreatedAt,ClosedAt,Priority,Type,Status,Region,Channel,SLA_Target_Hours,Resolution_Hours,SLA_Met
268,2025-03-06,2025-03-11 04:00:00,High,Incident,Closed,Amazonía,Partners,24,124.0,0
269,2024-11-08,2024-11-14 10:00:00,Low,Request,Resolved,Caribe,Ecommerce,72,154.0,0
270,2025-02-16,2025-02-21 16:00:00,High,Incident,In Progress,Andina,Partners,24,136.0,0
271,2024-02-18,2024-02-18 04:00:00,Low,Request,Closed,Amazonía,Partners,72,4.0,1
272,2024-11-18,2024-11-22 11:00:00,Low,Request,Resolved,Andina,Partners,72,107.0,0
273,2025-04-18,2025-04-22 00:00:00,Low,Incident,Resolved,Andina,Ecommerce,72,96.0,0
274,2024-12-21,2024-12-22 09:00:00,Low,Request,Closed,Orinoquía,Ecommerce,72,33.0,1
275,2025-03-21,2025-03-24 20:00:00,Low,Request,In Progress,Pacífico,Ecommerce,72,92.0,0
276,2024-12-09,2024-12-16 13:00:00,Low,Request,Closed,Pacífico,Ecommerce,72,181.0,0
277,2024-12-13,2024-12-19 08:00:00,Medium,Incident,Closed,Orinoquía,Ecommerce,48,152.0,0
278,2025-01-24,2025-01-30 11:00:00,Low,Request,Closed,Pacífico,Ecommerce,72,155.0,0
279,2024-10-24,2024-10-24 10:00:00,Low,Incident,Closed,Caribe,Retail,72,10.0,1
280,2024-03-11,2024-03-18 15:00:00,Low,Request,Closed,Amazonía,Retail,72,183.0,0
281,2025-07-30,2025-08-06 15:00:00,Medium,Incident,Open,Andina,Partners,48,183.0,0
282,2025-05-01,2025-05-02 02:00:00,Medium,Incident,Resolved,Caribe,Partners,48,26.0,1
283,2025-08-11,2025-08-18 04:00:00,High,Request,Closed,Amazonía,Retail,24,172.0,0
284,2025-07-23,2025-07-23 08:00:00,Medium,Incident,Resolved,Andina,Retail,48,8.0,1
285,2025-08-07,2025-08-13 20:00:00,Medium,Incident,Open,Pacífico,Partners,48,164.0,0
286,2025-07-12,2025-07-18 00:00:00,Medium,Request,Resolved,Caribe,Retail,48,144.0,0
287,2024-10-27,2024-10-28 14:00:00,Medium,Request,Resolved,Andina,Partners,48,38.0,1
288,2024-08-22,2024-08-22 05:00:00,Low,Change,Resolved,Orinoquía,Retail,72,5.0,1
289,2024-12-15,2024-12-22 01:00:00,Medium,Incident,Closed,Caribe,Retail,48,169.0,0
290,2025-01-03,2025-01-10 10:00:00,Low,Request,Closed,Andina,Retail,72,178.0,0
291,2024-10-16,2024-10-22 15:00:00,Medium,Change,Resolved,Amazonía,Ecommerce,48,159.0,0
292,2025-08-29,2025-09-05 10:00:00,Low,Request,Resolved,Orinoquía,Partners,72,178.0,0
293,2024-09-27,2024-10-03 12:00:00,Low,Change,Closed,Caribe,Ecommerce,72,156.0,0
294,2024-03-26,2024-04-02 05:00:00,High,Change,Closed,Orinoquía,Partners,24,173.0,0
295,2025-03-14,2025-03-14 23:00:00,Low,Incident,Resolved,Andina,Ecommerce,72,23.0,1
296,2025-06-18,2025-06-18 01:00:00,Medium,Request,Closed,Pacífico,Ecommerce,48,1.0,1
297,2025-07-28,2025-08-04 22:00:00,Medium,Incident,Closed,Orinoquía,Ecommerce,48,190.0,0
298,2024-12-19,2024-12-20 06:00:00,Low,Request,Resolved,Pacífico,Retail,72,30.0,1
299,2025-08-05,2025-08-07 20:00:00,Low,Incident,In Progress,Pacífico,Retail,72,68.0,1
300,2024-08-10,2024-08-15 05:00:00,Medium,Incident,Closed,Caribe,Ecommerce,48,125.0,0
301,2024-12-16,2024-12-17 08:00:00,Medium,Incident,Closed,Caribe,Partners,48,32.0,1
302,2025-08-29,2025-08-31 22:00:00,Low,Incident,In Progress,Andina,Partners,72,70.0,1
303,2024-02-28,2024-03-04 12:00:00,Low,Request,Closed,Andina,Retail,72,132.0,0
304,2025-05-31,2025-06-02 13:00:00,Low,Incident,In Progress,Pacífico,Ecommerce,72,61.0,1
305,2025-07-25,2025-07-30 18:00:00,Medium,Incident,Resolved,Orinoquía,Partners,48,138.0,0
306,2025-01-12,2025-01-14 02:00:00,Low,Request,Resolved,Pacífico,Ecommerce,72,50.0,1
307,2025-09-10,2025-09-15 12:00:00,Low,Incident,Resolved,Amazonía,Retail,72,132.0,0
308,2025-07-31,2025-08-06 15:00:00,Low,Incident,Closed,Pacífico,Retail,72,159.0,0
309,2024-04-15,2024-04-21 16:00:00,Low,Incident,Resolved,Caribe,Partners,72,160.0,0
310,2025-09-12,2025-09-16 00:00:00,Low,Request,Resolved,Andina,Retail,72,96.0,0
311,2024-05-25,2024-05-27 06:00:00,Low,Incident,Closed,Amazonía,Ecommerce,72,54.0,1
312,2024-10-25,2024-10-26 00:00:00,High,Request,Closed,Caribe,Partners,24,24.0,1
313,2025-07-01,2025-07-08 23:00:00,Low,Incident,Resolved,Amazonía,Partners,72,191.0,0
314,2024-03-30,2024-04-01 09:00:00,Low,Incident,Closed,Andina,Retail,72,57.0,1
315,2025-01-10,2025-01-18 03:00:00,Low,Request,Closed,Caribe,Partners,72,195.0,0
316,2024-09-11,2024-09-11 18:00:00,Medium,Incident,Open,Andina,Ecommerce,48,18.0,1
317,2024-04-05,2024-04-09 03:00:00,High,Request,Closed,Caribe,Retail,24,99.0,0
318,2025-02-26,2025-03-04 01:00:00,Medium,Incident,Resolved,Andina,Partners,48,145.0,0
319,2025-06-30,2025-07-08 07:00:00,High,Request,Resolved,Amazonía,Ecommerce,24,199.0,0
320,2024-08-09,2024-08-11 22:00:00,Medium,Request,Closed,Pacífico,Retail,48,70.0,0
321,2025-03-23,2025-03-29 09:00:00,Medium,Request,Closed,Andina,Retail,48,153.0,0
322,2024-07-26,2024-07-28 06:00:00,Medium,Incident,Resolved,Orinoquía,Partners,48,54.0,0
323,2025-07-17,2025-07-21 07:00:00,Low,Request,Closed,Pacífico,Partners,72,103.0,0
324,2025-02-01,2025-02-01 21:00:00,Medium,Request,Resolved,Andina,Partners,48,21.0,1
325,2025-06-17,2025-06-25 07:00:00,High,Incident,Resolved,Andina,Ecommerce,24,199.0,0
326,2024-10-06,2024-10-07 15:00:00,High,Incident,Resolved,Pacífico,Ecommerce,24,39.0,0
327,2024-10-28,2024-10-29 03:00:00,Low,Request,Closed,Amazonía,Partners,72,27.0,1
328,2025-08-07,2025-08-12 12:00:00,Low,Request,Closed,Pacífico,Ecommerce,72,132.0,0
329,2024-05-31,2024-06-08 01:00:00,Low,Change,Resolved,Orinoquía,Retail,72,193.0,0
330,2024-08-11,2024-08-11 05:00:00,Low,Request,Closed,Amazonía,Partners,72,5.0,1
331,2025-05-02,2025-05-06 17:00:00,Medium,Incident,In Progress,Amazonía,Retail,48,113.0,0
332,2024-01-27,2024-01-28 18:00:00,Medium,Incident,In Progress,Caribe,Retail,48,42.0,1
333,2025-09-05,2025-09-12 20:00:00,Low,Incident,Resolved,Orinoquía,Partners,72,188.0,0
334,2025-09-20,2025-09-23 06:00:00,Low,Incident,Resolved,Amazonía,Retail,72,78.0,0
335,2024-08-07,2024-08-12 05:00:00,Medium,Request,Resolved,Andina,Ecommerce,48,125.0,0
336,2025-08-30,2025-09-05 15:00:00,Low,Incident,Closed,Orinoquía,Partners,72,159.0,0
337,2024-08-19,2024-08-19 01:00:00,Low,Incident,Closed,Amazonía,Retail,72,1.0,1
338,2024-02-03,2024-02-09 03:00:00,High,Incident,Resolved,Andina,Partners,24,147.0,0
339,2025-08-09,2025-08-16 13:00:00,Medium,Request,Closed,Andina,Retail,48,181.0,0
340,2025-08-04,2025-08-10 12:00:00,Medium,Incident,Resolved,Amazonía,Partners,48,156.0,0
341,2024-02-12,2024-02-15 12:00:00,Medium,Change,Resolved,Andina,Partners,48,84.0,0
342,2024-11-04,2024-11-04 06:00:00,Low,Incident,Closed,Orinoquía,Partners,72,6.0,1
343,2024-10-02,2024-10-03 13:00:00,Medium,Request,Closed,Amazonía,Ecommerce,48,37.0,1
344,2024-05-22,2024-05-22 06:00:00,Medium,Incident,Resolved,Andina,Retail,48,6.0,1
345,2025-06-02,2025-06-04 10:00:00,Medium,Incident,In Progress,Andina,Ecommerce,48,58.0,0
346,2024-11-09,2024-11-13 20:00:00,Low,Request,Resolved,Andina,Ecommerce,72,116.0,0
347,2025-09-25,2025-09-27 12:00:00,Medium,Incident,Resolved,Andina,Retail,48,60.0,0
348,2024-03-23,2024-03-29 23:00:00,High,Incident,Closed,Pacífico,Ecommerce,24,167.0,0
349,2024-01-31,2024-02-03 20:00:00,Medium,Incident,Resolved,Andina,Ecommerce,48,92.0,0
350,2024-11-11,2024-11-11 18:00:00,Medium,Request,Closed,Andina,Ecommerce,48,18.0,1
351,2024-10-11,2024-10-12 01:00:00,Low,Incident,Resolved,Pacífico,Partners,72,25.0,1
352,2025-07-30,2025-08-01 03:00:00,Critical,Incident,Closed,Amazonía,Partners,24,51.0,0
353,2024-06-24,2024-06-30 05:00:00,High,Request,Resolved,Amazonía,Retail,24,149.0,0
354,2024-08-28,2024-09-01 00:00:00,Low,Incident,Open,Amazonía,Partners,72,96.0,0
355,2024-07-06,2024-07-10 21:00:00,High,Change,Resolved,Pacífico,Partners,24,117.0,0
356,2025-07-02,2025-07-09 12:00:00,Medium,Change,Closed,Andina,Ecommerce,48,180.0,0
357,2024-02-23,2024-02-26 22:00:00,High,Incident,Closed,Caribe,Retail,24,94.0,0
358,2024-04-05,2024-04-11 02:00:00,Low,Request,In Progress,Andina,Ecommerce,72,146.0,0
359,2024-08-21,2024-08-23 15:00:00,High,Change,Closed,Andina,Partners,24,63.0,0
360,2025-03-09,2025-03-15 19:00:00,Critical,Incident,Closed,Caribe,Partners,24,163.0,0
361,2024-01-10,2024-01-14 18:00:00,High,Request,Closed,Caribe,Ecommerce,24,114.0,0
362,2025-08-15,2025-08-22 14:00:00,Low,Request,Resolved,Amazonía,Partners,72,182.0,0
363,2024-04-11,2024-04-11 21:00:00,High,Change,Resolved,Caribe,Partners,24,21.0,1
364,2024-05-13,2024-05-14 06:00:00,Medium,Request,Closed,Andina,Retail,48,30.0,1
365,2025-02-10,2025-02-12 08:00:00,Low,Incident,Closed,Pacífico,Partners,72,56.0,1
366,2025-06-04,2025-06-09 13:00:00,Low,Incident,Resolved,Amazonía,Ecommerce,72,133.0,0
367,2024-12-01,2024-12-07 14:00:00,Low,Incident,Resolved,Pacífico,Ecommerce,72,158.0,0
368,2024-02-28,2024-02-28 08:00:00,High,Incident,In Progress,Pacífico,Retail,24,8.0,1
369,2025-02-17,2025-02-20 00:00:00,Medium,Request,Open,Orinoquía,Ecommerce,48,72.0,0
370,2024-06-11,2024-06-11 02:00:00,High,Request,Closed,Caribe,Ecommerce,24,2.0,1
371,2024-03-29,2024-04-02 03:00:00,Medium,Incident,Open,Amazonía,Partners,48,99.0,0
372,2024-03-04,2024-03-09 12:00:00,Low,Change,Resolved,Andina,Ecommerce,72,132.0,0
373,2024-02-04,2024-02-08 17:00:00,Critical,Incident,Resolved,Amazonía,Partners,24,113.0,0
374,2025-09-08,2025-09-14 14:00:00,Medium,Incident,Resolved,Caribe,Partners,48,158.0,0
375,2025-07-09,2025-07-12 08:00:00,Medium,Incident,Closed,Pacífico,Partners,48,80.0,0
376,2024-07-24,2024-07-24 15:00:00,Low,Incident,Closed,Amazonía,Retail,72,15.0,1
377,2025-05-21,2025-05-22 16:00:00,Medium,Incident,Closed,Andina,Ecommerce,48,40.0,1
378,2025-02-12,2025-02-16 09:00:00,Low,Incident,Closed,Amazonía,Retail,72,105.0,0
379,2025-07-25,2025-07-30 07:00:00,High,Request,Resolved,Caribe,Partners,24,127.0,0
380,2024-08-04,2024-08-10 05:00:00,High,Incident,Closed,Amazonía,Retail,24,149.0,0
381,2024-10-02,2024-10-02 14:00:00,Low,Incident,Open,Pacífico,Partners,72,14.0,1
382,2025-09-23,2025-09-29 08:00:00,High,Request,Resolved,Pacífico,Ecommerce,24,152.0,0
383,2024-01-20,2024-01-22 16:00:00,High,Change,Closed,Andina,Retail,24,64.0,0
384,2024-11-07,2024-11-09 17:00:00,Low,Request,Closed,Amazonía,Partners,72,65.0,1
385,2025-01-26,2025-01-27 23:00:00,High,Incident,Open,Pacífico,Ecommerce,24,47.0,0
386,2024-01-24,2024-01-25 15:00:00,Medium,Incident,Resolved,Andina,Partners,48,39.0,1
387,2025-05-31,2025-06-03 05:00:00,High,Incident,Closed,Andina,Ecommerce,24,77.0,0
388,2025-09-07,2025-09-07 23:00:00,Low,Request,Resolved,Caribe,Ecommerce,72,23.0,1
389,2025-02-14,2025-02-19 08:00:00,High,Incident,Closed,Orinoquía,Retail,24,128.0,0
390,2024-11-23,2024-12-01 05:00:00,Critical,Incident,Closed,Andina,Ecommerce,24,197.0,0
391,2024-06-04,2024-06-06 14:00:00,Low,Change,Resolved,Orinoquía,Partners,72,62.0,1
392,2024-10-15,2024-10-15 04:00:00,High,Incident,Resolved,Orinoquía,Retail,24,4.0,1
393,2024-06-13,2024-06-15 10:00:00,Low,Request,Resolved,Pacífico,Partners,72,58.0,1
394,2024-07-16,2024-07-17 09:00:00,Medium,Incident,Closed,Caribe,Ecommerce,48,33.0,1
395,2024-11-14,2024-11-17 03:00:00,Critical,Incident,Resolved,Orinoquía,Retail,24,75.0,0
396,2025-03-09,2025-03-16 15:00:00,High,Request,In Progress,Pacífico,Ecommerce,24,183.0,0
397,2024-05-05,2024-05-08 17:00:00,Low,Incident,Resolved,Andina,Ecommerce,72,89.0,0
398,2025-07-21,2025-07-21 06:00:00,Low,Request,Resolved,Caribe,Partners,72,6.0,1
399,2024-07-14,2024-07-16 07:00:00,High,Request,Resolved,Pacífico,Retail,24,55.0,0
400,2024-09-04,2024-09-04 11:00:00,Medium,Request,Resolved,Orinoquía,Retail,48,11.0,1
401,2024-12-14,2024-12-17 20:00:00,Medium,Request,In Progress,Amazonía,Retail,48,92.0,0
402,2024-09-09,2024-09-16 12:00:00,Medium,Incident,Resolved,Amazonía,Ecommerce,48,180.0,0
403,2024-02-21,2024-02-26 11:00:00,Low,Incident,Resolved,Amazonía,Ecommerce,72,131.0,0
404,2025-09-30,2025-10-04 03:00:00,Low,Request,Resolved,Caribe,Retail,72,99.0,0
405,2025-09-25,2025-09-27 15:00:00,Low,Change,Resolved,Orinoquía,Ecommerce,72,63.0,1
406,2024-07-18,2024-07-18 05:00:00,Low,Request,Resolved,Pacífico,Retail,72,5.0,1
407,2024-10-28,2024-11-03 06:00:00,Low,Request,Resolved,Caribe,Ecommerce,72,150.0,0
408,2025-04-20,2025-04-25 09:00:00,Medium,Incident,Closed,Andina,Retail,48,129.0,0
409,2025-01-23,2025-01-29 02:00:00,Low,Request,Closed,Pacífico,Ecommerce,72,146.0,0
410,2024-04-06,2024-04-10 13:00:00,Low,Incident,Resolved,Caribe,Ecommerce,72,109.0,0
411,2024-03-30,2024-04-06 12:00:00,Low,Incident,Closed,Orinoquía,Ecommerce,72,180.0,0
412,2025-03-03,2025-03-10 17:00:00,High,Incident,Resolved,Andina,Ecommerce,24,185.0,0
413,2024-03-01,2024-03-04 20:00:00,Low,Incident,In Progress,Caribe,Ecommerce,72,92.0,0
414,2025-06-24,2025-06-25 16:00:00,Low,Incident,Resolved,Caribe,Ecommerce,72,40.0,1
415,2025-05-07,2025-05-11 14:00:00,High,Request,In Progress,Andina,Partners,24,110.0,0
416,2025-07-21,2025-07-21 15:00:00,Critical,Incident,Resolved,Orinoquía,Partners,24,15.0,1
417,2024-11-24,2024-11-29 10:00:00,Low,Request,Resolved,Orinoquía,Partners,72,130.0,0
418,2024-04-14,2024-04-21 12:00:00,High,Incident,Closed,Andina,Retail,24,180.0,0
419,2024-05-23,2024-05-25 09:00:00,Medium,Incident,Resolved,Andina,Ecommerce,48,57.0,0
420,2025-08-18,2025-08-25 22:00:00,Low,Request,In Progress,Orinoquía,Ecommerce,72,190.0,0
421,2025-07-16,2025-07-21 02:00:00,Low,Incident,Resolved,Pacífico,Retail,72,122.0,0
422,2025-06-30,2025-06-30 06:00:00,High,Request,Resolved,Andina,Retail,24,6.0,1
423,2025-02-10,2025-02-18 03:00:00,High,Request,Resolved,Amazonía,Ecommerce,24,195.0,0
424,2024-09-10,2024-09-13 16:00:00,Low,Incident,Resolved,Amazonía,Retail,72,88.0,0
425,2024-01-01,2024-01-07 08:00:00,Medium,Request,In Progress,Caribe,Ecommerce,48,152.0,0
426,2024-08-17,2024-08-21 19:00:00,Medium,Request,In Progress,Pacífico,Retail,48,115.0,0
427,2024-08-23,2024-08-25 14:00:00,Low,Incident,Closed,Orinoquía,Retail,72,62.0,1
428,2024-03-19,2024-03-24 23:00:00,Low,Incident,Resolved,Andina,Retail,72,143.0,0
429,2024-05-27,2024-05-30 12:00:00,Low,Request,Closed,Andina,Ecommerce,72,84.0,0
430,2024-09-11,2024-09-13 16:00:00,Low,Incident,Resolved,Caribe,Ecommerce,72,64.0,1
431,2024-06-20,2024-06-22 18:00:00,Critical,Incident,Closed,Amazonía,Ecommerce,24,66.0,0
432,2024-04-03,2024-04-04 16:00:00,High,Request,Resolved,Orinoquía,Retail,24,40.0,0
433,2025-02-08,2025-02-11 18:00:00,Medium,Incident,Resolved,Caribe,Retail,48,90.0,0
434,2024-11-29,2024-12-06 20:00:00,Low,Incident,Resolved,Orinoquía,Ecommerce,72,188.0,0
435,2025-02-16,2025-02-20 19:00:00,Medium,Change,Resolved,Andina,Partners,48,115.0,0
436,2025-05-04,2025-05-04 05:00:00,Low,Request,Resolved,Orinoquía,Partners,72,5.0,1
437,2024-10-17,2024-10-23 15:00:00,Medium,Incident,Resolved,Orinoquía,Partners,48,159.0,0
438,2024-04-30,2024-05-02 15:00:00,Low,Incident,Resolved,Caribe,Ecommerce,72,63.0,1
439,2025-07-17,2025-07-22 16:00:00,Medium,Request,Closed,Caribe,Ecommerce,48,136.0,0
440,2024-04-29,2024-05-01 10:00:00,Medium,Request,Resolved,Orinoquía,Retail,48,58.0,0
441,2024-11-30,2024-12-08 07:00:00,High,Request,In Progress,Orinoquía,Retail,24,199.0,0
442,2025-09-08,2025-09-13 18:00:00,High,Incident,Open,Pacífico,Ecommerce,24,138.0,0
443,2024-09-09,2024-09-10 09:00:00,Medium,Incident,Resolved,Amazonía,Partners,48,33.0,1
444,2025-02-09,2025-02-13 16:00:00,Low,Request,Resolved,Caribe,Retail,72,112.0,0
445,2024-09-17,2024-09-24 14:00:00,Medium,Request,Closed,Andina,Ecommerce,48,182.0,0
446,2025-06-03,2025-06-07 17:00:00,Medium,Request,Resolved,Orinoquía,Retail,48,113.0,0
447,2025-08-06,2025-08-13 15:00:00,Low,Incident,Open,Orinoquía,Ecommerce,72,183.0,0
448,2024-06-07,2024-06-12 18:00:00,High,Incident,Resolved,Pacífico,Retail,24,138.0,0
449,2024-08-23,2024-08-28 10:00:00,Medium,Change,Resolved,Orinoquía,Partners,48,130.0,0
450,2024-01-07,2024-01-07 06:00:00,Medium,Request,Closed,Caribe,Ecommerce,48,6.0,1
451,2025-07-16,2025-07-18 15:00:00,High,Change,Resolved,Andina,Partners,24,63.0,0
452,2025-08-18,2025-08-24 17:00:00,Medium,Incident,Resolved,Pacífico,Retail,48,161.0,0
453,2024-02-10,2024-02-10 08:00:00,Medium,Incident,Closed,Orinoquía,Retail,48,8.0,1
454,2025-05-26,2025-06-03 01:00:00,Low,Request,In Progress,Orinoquía,Retail,72,193.0,0
455,2024-06-10,2024-06-11 03:00:00,Medium,Incident,In Progress,Pacífico,Partners,48,27.0,1
456,2024-07-12,2024-07-16 16:00:00,Medium,Request,In Progress,Orinoquía,Ecommerce,48,112.0,0
457,2024-02-11,2024-02-17 01:00:00,High,Incident,Resolved,Andina,Retail,24,145.0,0
458,2024-04-10,2024-04-16 06:00:00,Low,Request,Resolved,Pacífico,Ecommerce,72,150.0,0
459,2024-05-07,2024-05-09 14:00:00,Low,Request,Closed,Amazonía,Ecommerce,72,62.0,1
460,2024-11-16,2024-11-23 03:00:00,Medium,Incident,Closed,Caribe,Retail,48,171.0,0
461,2024-07-01,2024-07-04 08:00:00,Medium,Request,Closed,Amazonía,Retail,48,80.0,0
462,2024-05-23,2024-05-29 09:00:00,Low,Incident,Resolved,Amazonía,Ecommerce,72,153.0,0
463,2024-10-10,2024-10-17 07:00:00,Medium,Change,In Progress,Orinoquía,Retail,48,175.0,0
464,2024-03-03,2024-03-07 03:00:00,Low,Incident,Resolved,Caribe,Ecommerce,72,99.0,0
465,2024-01-10,2024-01-10 12:00:00,Medium,Incident,Closed,Pacífico,Retail,48,12.0,1
466,2024-07-22,2024-07-22 04:00:00,High,Incident,Closed,Pacífico,Partners,24,4.0,1
467,2025-01-19,2025-01-21 05:00:00,High,Incident,Open,Pacífico,Ecommerce,24,53.0,0
468,2024-01-31,2024-02-01 18:00:00,Medium,Request,Open,Orinoquía,Partners,48,42.0,1
469,2025-09-03,2025-09-05 06:00:00,Low,Incident,In Progress,Pacífico,Retail,72,54.0,1
470,2025-01-05,2025-01-06 04:00:00,Medium,Change,In Progress,Orinoquía,Partners,48,28.0,1
471,2025-05-23,2025-05-29 17:00:00,Medium,Incident,Resolved,Orinoquía,Partners,48,161.0,0
472,2025-06-12,2025-06-14 22:00:00,Medium,Incident,Resolved,Orinoquía,Partners,48,70.0,0
473,2024-03-09,2024-03-10 12:00:00,Medium,Incident,Closed,Pacífico,Ecommerce,48,36.0,1
474,2024-03-08,2024-03-12 23:00:00,Low,Request,Closed,Andina,Retail,72,119.0,0
475,2024-08-08,2024-08-09 00:00:00,Low,Incident,Resolved,Pacífico,Ecommerce,72,24.0,1
476,2024-07-25,2024-07-29 13:00:00,Medium,Request,Resolved,Pacífico,Partners,48,109.0,0
477,2024-06-28,2024-07-01 15:00:00,Critical,Incident,Closed,Pacífico,Ecommerce,24,87.0,0
478,2024-01-11,2024-01-18 05:00:00,Medium,Incident,Resolved,Caribe,Retail,48,173.0,0
479,2025-03-19,2025-03-22 10:00:00,Medium,Request,Resolved,Caribe,Partners,48,82.0,0
480,2024-07-05,2024-07-11 16:00:00,Low,Incident,Resolved,Andina,Partners,72,160.0,0
481,2024-04-13,2024-04-20 01:00:00,Low,Change,Resolved,Pacífico,Retail,72,169.0,0
482,2025-06-23,2025-06-23 06:00:00,High,Change,In Progress,Orinoquía,Ecommerce,24,6.0,1
483,2024-08-17,2024-08-21 17:00:00,High,Request,Resolved,Amazonía,Retail,24,113.0,0
484,2024-09-28,2024-09-28 17:00:00,Medium,Change,Closed,Amazonía,Ecommerce,48,17.0,1
485,2024-10-15,2024-10-19 14:00:00,Medium,Request,Closed,Orinoquía,Retail,48,110.0,0
486,2025-09-19,2025-09-26 01:00:00,Low,Request,Resolved,Caribe,Ecommerce,72,169.0,0
487,2024-04-01,2024-04-03 06:00:00,Medium,Incident,In Progress,Andina,Ecommerce,48,54.0,0
488,2025-01-06,2025-01-12 13:00:00,High,Incident,Resolved,Caribe,Partners,24,157.0,0
489,2024-04-16,2024-04-22 21:00:00,Medium,Incident,Resolved,Caribe,Partners,48,165.0,0
490,2024-06-15,2024-06-21 07:00:00,Medium,Incident,Closed,Pacífico,Partners,48,151.0,0
491,2024-12-09,2024-12-13 01:00:00,Low,Incident,Closed,Andina,Partners,72,97.0,0
492,2025-09-26,2025-09-29 03:00:00,Low,Incident,Closed,Amazonía,Partners,72,75.0,0
493,2024-11-16,2024-11-22 03:00:00,Low,Incident,Closed,Amazonía,Ecommerce,72,147.0,0
494,2024-03-04,2024-03-04 07:00:00,Low,Incident,Resolved,Orinoquía,Ecommerce,72,7.0,1
495,2024-03-22,2024-03-30 03:00:00,High,Incident,Closed,Amazonía,Retail,24,195.0,0
496,2024-02-19,2024-02-19 06:00:00,Medium,Request,Resolved,Pacífico,Ecommerce,48,6.0,1
497,2024-05-21,2024-05-27 06:00:00,High,Incident,Closed,Pacífico,Retail,24,150.0,0
498,2024-10-04,2024-10-06 11:00:00,Medium,Request,Resolved,Caribe,Ecommerce,48,59.0,0
499,2024-12-08,2024-12-09 07:00:00,Low,Incident,Resolved,Orinoquía,Retail,72,31.0,1
500,2025-02-13,2025-02-13 18:00:00,Low,Request,Closed,Orinoquía,Partners,72,18.0,1
501,2024-04-04,2024-04-09 15:00:00,Low,Incident,Resolved,Amazonía,Ecommerce,72,135.0,0
502,2025-07-14,2025-07-14 09:00:00,Low,Incident,In Progress,Pacífico,Partners,72,9.0,1
503,2025-07-20,2025-07-22 09:00:00,Low,Request,Resolved,Pacífico,Ecommerce,72,57.0,1
504,2024-10-09,2024-10-14 04:00:00,Low,Incident,Resolved,Pacífico,Retail,72,124.0,0
505,2024-08-18,2024-08-24 11:00:00,Low,Incident,Closed,Pacífico,Ecommerce,72,155.0,0
506,2024-07-25,2024-07-28 10:00:00,Low,Incident,Closed,Pacífico,Partners,72,82.0,0
507,2024-09-16,2024-09-17 05:00:00,Low,Incident,Resolved,Caribe,Partners,72,29.0,1
508,2025-08-18,2025-08-19 02:00:00,Low,Incident,Resolved,Caribe,Partners,72,26.0,1
509,2025-07-05,2025-07-05 09:00:00,Medium,Incident,Closed,Orinoquía,Partners,48,9.0,1
510,2024-12-24,2024-12-24 19:00:00,Critical,Request,Closed,Orinoquía,Ecommerce,24,19.0,1
511,2024-07-04,2024-07-07 15:00:00,Medium,Change,Closed,Caribe,Ecommerce,48,87.0,0
512,2024-07-03,2024-07-11 02:00:00,High,Incident,Open,Caribe,Partners,24,194.0,0
513,2025-07-19,2025-07-25 13:00:00,Low,Request,Resolved,Caribe,Partners,72,157.0,0
514,2024-03-07,2024-03-14 20:00:00,Medium,Incident,Resolved,Pacífico,Ecommerce,48,188.0,0
515,2025-09-25,2025-09-26 13:00:00,Low,Change,Closed,Amazonía,Ecommerce,72,37.0,1
516,2024-12-17,2024-12-17 10:00:00,Low,Incident,Resolved,Orinoquía,Retail,72,10.0,1
517,2024-08-13,2024-08-20 04:00:00,Medium,Incident,Resolved,Andina,Ecommerce,48,172.0,0
518,2024-12-28,2025-01-01 21:00:00,High,Request,Closed,Caribe,Retail,24,117.0,0
519,2024-01-07,2024-01-07 03:00:00,High,Incident,Open,Andina,Ecommerce,24,3.0,1
520,2024-07-04,2024-07-06 05:00:00,High,Change,Resolved,Amazonía,Partners,24,53.0,0
521,2024-03-01,2024-03-09 03:00:00,Critical,Incident,Resolved,Orinoquía,Ecommerce,24,195.0,0
522,2024-01-15,2024-01-17 18:00:00,Low,Request,Closed,Pacífico,Retail,72,66.0,1
523,2024-01-21,2024-01-21 06:00:00,Medium,Request,Resolved,Orinoquía,Retail,48,6.0,1
524,2025-01-29,2025-02-03 22:00:00,Medium,Request,Closed,Caribe,Ecommerce,48,142.0,0
525,2024-10-27,2024-10-30 14:00:00,High,Request,Closed,Orinoquía,Retail,24,86.0,0
526,2024-12-14,2024-12-21 11:00:00,Critical,Change,Resolved,Andina,Ecommerce,24,179.0,0
527,2024-04-12,2024-04-17 03:00:00,Low,Request,Closed,Andina,Ecommerce,72,123.0,0
528,2024-02-01,2024-02-04 16:00:00,Medium,Incident,Resolved,Andina,Partners,48,88.0,0
